flight_iata,dep_scheduled_utc,dep_iata,arr_iata,airline_iata,airline_icao,status,dep_terminal,flight_number,dep_delay_min,is_delayed,hour_of_day,day_of_week,month,season,is_weekend,dep_airport_type,dep_latitude,dep_longitude,dep_elevation_ft,dep_iso_country,dep_iso_region,dep_municipality,dep_scheduled_service,arr_airport_type,arr_latitude,arr_longitude,arr_elevation_ft,arr_iso_country,arr_iso_region,arr_municipality,arr_scheduled_service,route_distance_km,is_domestic,is_international,notam_count_dep,notam_count_arr,notam_count_route,notam_active_dep,notam_active_arr,has_restriction_dep,has_restriction_arr,has_parachute_activity_dep,has_military_exercise_dep,has_runway_closure_dep,has_runway_closure_arr,has_airspace_restriction,notam_max_hours_dep,notam_max_hours_arr,dep_notams_available,arr_notams_available,flights_dep_same_hour,flights_arr_same_hour,updated_at
KC313,2026-04-17 20:20:00+00,NQZ,SCO,KC,KZR,landed,2,313,6,f,20,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,43.860093,51.09086,73,KZ,KZ-MAN,Aktau,t,1719.24,t,f,3,3,6,3,3,f,f,f,f,f,f,f,1112,682.2,t,t,7,5,2026-05-12 11:28:16.798656+00
KC996,2026-04-17 20:30:00+00,NQZ,ALA,KC,KZR,active,2,996,22,t,20,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,950.87,t,f,3,13,16,3,13,f,f,f,f,f,f,f,1112,2192,t,t,7,5,2026-05-12 11:28:16.798656+00
DV729,2026-04-17 20:30:00+00,SCO,ALA,DV,VSV,active,,729,41,t,20,4,4,spring,f,large_airport,43.860093,51.09086,73,KZ,KZ-MAN,Aktau,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,2081.67,t,f,3,13,16,3,13,f,f,f,f,f,f,f,682.2,2192,t,t,1,1,2026-05-12 11:28:16.798656+00
CZ6011,2026-04-17 20:30:00+00,URC,ALA,CZ,CSN,landed,3,6011,19,t,20,4,4,spring,f,large_airport,43.913584,87.479372,2125,CN,CN-65,Ürümqi,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,841.66,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,1,0,2026-05-12 11:28:16.798656+00
EY5291,2026-04-17 20:30:00+00,NQZ,ALA,EY,ETD,active,2,5291,22,t,20,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,950.87,t,f,3,13,16,3,13,f,f,f,f,f,f,f,1112,2192,t,t,7,5,2026-05-12 11:28:16.798656+00
H19562,2026-04-17 20:35:00+00,NQZ,AKX,H1,H1,unknown,2,9562,,,20,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,50.248116,57.204144,738,KZ,KZ-AKT,Aktobe,t,1007.99,t,f,3,,3,3,,f,,f,f,f,,f,1112,,t,f,7,5,2026-05-12 11:28:16.798656+00
FS7318,2026-04-17 20:35:00+00,KZO,NQZ,FS,AYN,landed,,7318,,,20,4,4,spring,f,large_airport,44.706902,65.592499,433,KZ,KZ-KZY,Kyzylorda,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,827.6,t,f,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,1,0,2026-05-12 11:28:16.798656+00
IQ385,2026-04-17 20:35:00+00,NQZ,AKX,IQ,QAZ,unknown,2,385,,,20,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,50.248116,57.204144,738,KZ,KZ-AKT,Aktobe,t,1007.99,t,f,3,,3,3,,f,,f,f,f,,f,1112,,t,f,7,5,2026-05-12 11:28:16.798656+00
KC855,2026-04-17 20:40:00+00,ALA,NQZ,KC,KZR,landed,1,855,16,t,20,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,950.87,t,f,13,3,16,13,3,f,f,f,f,f,f,f,2192,1112,t,t,5,7,2026-05-12 11:28:16.798656+00
HY765,2026-04-17 20:40:00+00,TAS,ALA,HY,UZB,landed,2,765,1,f,20,4,4,spring,f,large_airport,41.2579,69.281197,1417,UZ,UZ-TO,Tashkent,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,679.19,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,3,0,2026-05-12 11:28:16.798656+00
W14911,2026-04-17 20:55:00+00,ALA,NQZ,W1,W1,landed,,4911,15,f,20,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,950.87,t,f,13,3,16,13,3,f,f,f,f,f,f,f,2192,1112,t,t,5,7,2026-05-12 11:28:16.798656+00
FS7337,2026-04-17 20:55:00+00,ALA,NQZ,FS,AYN,landed,,7337,15,f,20,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,950.87,t,f,13,3,16,13,3,f,f,f,f,f,f,f,2192,1112,t,t,5,7,2026-05-12 11:28:16.798656+00
H19557,2026-04-17 21:00:00+00,DZN,NQZ,H1,H1,landed,,9557,26,t,21,4,4,spring,f,large_airport,47.708953,67.738094,1250,KZ,KZ-ULY,Zhezkazgan,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,457.08,t,f,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,2,0,2026-05-12 11:28:16.798656+00
DV704,2026-04-17 21:00:00+00,NQZ,ALA,DV,VSV,active,2,704,12,f,21,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,950.87,t,f,3,13,16,3,13,f,f,f,f,f,f,f,1112,2192,t,t,8,4,2026-05-12 11:28:16.798656+00
KC853,2026-04-17 21:00:00+00,ALA,NQZ,KC,KZR,unknown,1,853,,,21,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,950.87,t,f,13,3,16,13,3,f,f,f,f,f,f,f,2192,1112,t,t,9,8,2026-05-12 11:28:16.798656+00
EY5275,2026-04-17 21:00:00+00,ALA,NQZ,EY,ETD,unknown,1,5275,,,21,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,950.87,t,f,13,3,16,13,3,f,f,f,f,f,f,f,2192,1112,t,t,9,8,2026-05-12 11:28:16.798656+00
VJ390,2026-04-17 21:00:00+00,DZN,NQZ,VJ,VJC,landed,,390,26,t,21,4,4,spring,f,large_airport,47.708953,67.738094,1250,KZ,KZ-ULY,Zhezkazgan,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,457.08,t,f,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,2,0,2026-05-12 11:28:16.798656+00
FS7391,2026-04-17 21:05:00+00,NQZ,AKX,FS,AYN,unknown,,7391,,,21,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,50.248116,57.204144,738,KZ,KZ-AKT,Aktobe,t,1007.99,t,f,3,,3,3,,f,,f,f,f,,f,1112,,t,f,8,4,2026-05-12 11:28:16.798656+00
PC100,2026-04-17 21:05:00+00,SAW,ALA,PC,PGT,unknown,,100,16,t,21,4,4,spring,f,large_airport,40.898602,29.3092,312,TR,TR-34,"Pendik, Istanbul",t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,3892.1,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:16.798656+00
F57741,2026-04-17 21:15:00+00,EBL,CIT,F5,ATG,landed,,7741,105,t,21,4,4,spring,f,large_airport,36.236047,43.946615,1341,IQ,IQ-AR,Arbil,t,large_airport,42.365021,69.47564,1385,KZ,KZ-YUZ,Shymkent,t,2289.91,f,t,0,5,5,0,5,f,f,f,f,f,f,f,,335.98333333333335,f,t,1,0,2026-05-12 11:28:16.798656+00
SU1963,2026-04-17 21:15:00+00,NQZ,SVO,SU,AFL,active,1,1963,5,f,21,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,55.976858,37.41121,622,RU,RU-MOS,Moscow,t,2293.25,f,t,3,,3,3,,f,,f,f,f,,f,1112,,t,f,8,4,2026-05-12 11:28:16.798656+00
AI6804,2026-04-17 21:15:00+00,ALA,DEL,AI,AIC,active,2,6804,13,f,21,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,28.55563,77.09519,777,IN,IN-DL,New Delhi,t,1645.54,f,t,13,,13,13,,f,,f,f,f,,f,2192,,t,f,9,8,2026-05-12 11:28:16.798656+00
KC7176,2026-04-17 21:15:00+00,SCO,ALA,KC,KZR,active,,7176,41,t,21,4,4,spring,f,large_airport,43.860093,51.09086,73,KZ,KZ-MAN,Aktau,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,2081.67,t,f,3,13,16,3,13,f,f,f,f,f,f,f,682.2,2192,t,t,1,0,2026-05-12 11:28:16.798656+00
KC963,2026-04-17 21:15:00+00,ALA,DEL,KC,KZR,active,2,963,13,f,21,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,28.55563,77.09519,777,IN,IN-DL,New Delhi,t,1645.54,f,t,13,,13,13,,f,,f,f,f,,f,2192,,t,f,9,8,2026-05-12 11:28:16.798656+00
KC885,2026-04-17 21:15:00+00,ALA,GUW,KC,KZR,landed,1,885,10,f,21,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,47.121318,51.820343,-72,KZ,KZ-ATY,Atyrau,t,2009.5,t,f,13,1,14,13,1,f,f,f,f,f,t,f,2192,720,t,t,9,8,2026-05-12 11:28:16.798656+00
KC983,2026-04-17 21:20:00+00,NQZ,GUW,KC,KZR,landed,2,983,7,f,21,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,47.121318,51.820343,-72,KZ,KZ-ATY,Atyrau,t,1490.38,t,f,3,1,4,3,1,f,f,f,f,f,t,f,1112,720,t,t,8,4,2026-05-12 11:28:16.798656+00
J253,2026-04-17 21:20:00+00,GYD,ALA,J2,AHY,landed,1,53,18,t,21,4,4,spring,f,large_airport,40.47278,50.050931,10,AZ,AZ-BA,Baku,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,2246.32,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,6,0,2026-05-12 11:28:16.798656+00
KC1053,2026-04-17 21:20:00+00,GYD,ALA,KC,KZR,landed,1,1053,18,t,21,4,4,spring,f,large_airport,40.47278,50.050931,10,AZ,AZ-BA,Baku,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,2246.32,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,6,0,2026-05-12 11:28:16.798656+00
DV3053,2026-04-17 21:20:00+00,GYD,ALA,DV,VSV,landed,1,3053,18,t,21,4,4,spring,f,large_airport,40.47278,50.050931,10,AZ,AZ-BA,Baku,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,2246.32,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,6,0,2026-05-12 11:28:16.798656+00
SZ172,2026-04-17 21:25:00+00,NQZ,DYU,SZ,SMR,active,2,172,18,t,21,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,38.543746,68.822977,2575,TJ,TJ-DU,Dushanbe,t,1403.43,f,t,3,,3,3,,f,,f,f,f,,f,1112,,t,f,8,4,2026-05-12 11:28:16.798656+00
TK8800,2026-04-17 21:25:00+00,IST,ALA,TK,THY,landed,,8800,49,t,21,4,4,spring,f,large_airport,41.274874,28.732136,325,TR,TR-34,Istanbul,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,3923.13,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,2,1,2026-05-12 11:28:16.798656+00
KC912,2026-04-17 21:25:00+00,IST,ALA,KC,KZR,landed,,912,49,t,21,4,4,spring,f,large_airport,41.274874,28.732136,325,TR,TR-34,Istanbul,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,3923.13,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,2,1,2026-05-12 11:28:16.798656+00
KC859,2026-04-17 21:30:00+00,ALA,SCO,KC,KZR,landed,1,859,21,t,21,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,43.860093,51.09086,73,KZ,KZ-MAN,Aktau,t,2081.67,t,f,13,3,16,13,3,f,f,f,f,f,f,f,2192,682.2,t,t,9,8,2026-05-12 11:28:16.798656+00
EY5290,2026-04-17 21:30:00+00,NQZ,ALA,EY,ETD,unknown,2,5290,,,21,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,950.87,t,f,3,13,16,3,13,f,f,f,f,f,f,f,1112,2192,t,t,8,4,2026-05-12 11:28:16.798656+00
KC992,2026-04-17 21:30:00+00,NQZ,ALA,KC,KZR,unknown,2,992,,,21,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,950.87,t,f,3,13,16,3,13,f,f,f,f,f,f,f,1112,2192,t,t,8,4,2026-05-12 11:28:16.798656+00
IQ438,2026-04-17 21:35:00+00,PPK,NQZ,IQ,QAZ,unknown,,438,,,21,4,4,spring,f,large_airport,54.775622,69.187415,453,KZ,KZ-SEV,Petropavl,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,443.92,t,f,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,1,1,2026-05-12 11:28:16.798656+00
KC187,2026-04-17 21:40:00+00,ALA,CAN,KC,KZR,active,2,187,41,t,21,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,23.392401,113.299004,50,CN,CN-44,Guangzhou (Huadu),t,3984.67,f,t,13,,13,13,,f,,f,f,f,,f,2192,,t,f,9,8,2026-05-12 11:28:16.798656+00
DV741,2026-04-17 21:40:00+00,NQZ,SCO,DV,VSV,landed,2,741,31,t,21,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,43.860093,51.09086,73,KZ,KZ-MAN,Aktau,t,1719.24,t,f,3,3,6,3,3,f,f,f,f,f,f,f,1112,682.2,t,t,8,4,2026-05-12 11:28:16.798656+00
EK2138,2026-04-17 21:45:00+00,DXB,ALA,EK,UAE,landed,3,2138,40,t,21,4,4,spring,f,large_airport,25.24979,55.370992,62,AE,AE-DU,Dubai,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,2814.39,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:16.798656+00
FZ1735,2026-04-17 21:45:00+00,DXB,ALA,FZ,FDB,landed,3,1735,40,t,21,4,4,spring,f,large_airport,25.24979,55.370992,62,AE,AE-DU,Dubai,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,2814.39,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:16.798656+00
FS7200,2026-04-17 21:50:00+00,YIN,ALA,FS,AYN,landed,,7200,22,t,21,4,4,spring,f,medium_airport,43.955799,81.330299,,CN,CN-65,Ili (Yining / Ghulja),t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,351.31,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:16.798656+00
W14906,2026-04-17 21:50:00+00,YIN,ALA,W1,W1,landed,,4906,22,t,21,4,4,spring,f,medium_airport,43.955799,81.330299,,CN,CN-65,Ili (Yining / Ghulja),t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,351.31,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:16.798656+00
MU6042,2026-04-17 21:50:00+00,ALA,PVG,MU,CES,active,2,6042,13,f,21,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,31.1434,121.805,13,CN,CN-31,Shanghai (Pudong),t,4132.3,f,t,13,,13,13,,f,,f,f,f,,f,2192,,t,f,9,8,2026-05-12 11:28:16.798656+00
DV816,2026-04-17 21:50:00+00,VKO,ALA,DV,VSV,landed,a,816,33,t,21,4,4,spring,f,large_airport,55.591499,37.261501,685,RU,RU-MOW,Moscow,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,3124.21,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,1,0,2026-05-12 11:28:16.798656+00
CZ6012,2026-04-17 21:50:00+00,ALA,URC,CZ,CSN,active,2,6012,18,t,21,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,43.913584,87.479372,2125,CN,CN-65,Ürümqi,t,841.66,f,t,13,,13,13,,f,,f,f,f,,f,2192,,t,f,9,8,2026-05-12 11:28:16.798656+00
DV712,2026-04-17 21:50:00+00,AKX,ALA,DV,VSV,landed,,712,6,f,21,4,4,spring,f,large_airport,50.248116,57.204144,738,KZ,KZ-AKT,Aktobe,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,1686.3,t,f,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,1,1,2026-05-12 11:28:16.798656+00
KC1049,2026-04-17 21:55:00+00,GYD,NQZ,KC,KZR,landed,1,1049,9,f,21,4,4,spring,f,large_airport,40.47278,50.050931,10,AZ,AZ-BA,Baku,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,2022.24,f,t,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,6,0,2026-05-12 11:28:16.798656+00
J28049,2026-04-17 21:55:00+00,GYD,NQZ,J2,AHY,landed,1,8049,9,f,21,4,4,spring,f,large_airport,40.47278,50.050931,10,AZ,AZ-BA,Baku,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,2022.24,f,t,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,6,0,2026-05-12 11:28:16.798656+00
PC228,2026-04-17 21:55:00+00,SAW,NQZ,PC,PGT,landed,,228,5,f,21,4,4,spring,f,large_airport,40.898602,29.3092,312,TR,TR-34,"Pendik, Istanbul",t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,3393.98,f,t,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,2,0,2026-05-12 11:28:16.798656+00
DV3049,2026-04-17 21:55:00+00,GYD,NQZ,DV,VSV,landed,1,3049,9,f,21,4,4,spring,f,large_airport,40.47278,50.050931,10,AZ,AZ-BA,Baku,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,2022.24,f,t,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,6,0,2026-05-12 11:28:16.798656+00
FS7334,2026-04-17 22:00:00+00,NQZ,ALA,FS,AYN,active,,7334,14,f,22,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,950.87,t,f,3,13,16,3,13,f,f,f,f,f,f,f,1112,2192,t,t,5,12,2026-05-12 11:28:16.798656+00
KC641,2026-04-17 22:05:00+00,ALA,NQZ,KC,KZR,landed,1,641,57,t,22,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,950.87,t,f,13,3,16,13,3,f,f,f,f,f,f,f,2192,1112,t,t,10,9,2026-05-12 11:28:16.798656+00
FS7372,2026-04-17 22:05:00+00,UKK,NQZ,FS,AYN,landed,,7372,4,f,22,4,4,spring,f,large_airport,50.035033,82.496057,939,KZ,KZ-VOS,Ust-Kamenogorsk (Oskemen),t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,786.55,t,f,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,1,0,2026-05-12 11:28:16.798656+00
DV813,2026-04-17 22:05:00+00,NQZ,VKO,DV,VSV,active,1,813,4,f,22,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,55.591499,37.261501,685,RU,RU-MOW,Moscow,t,2303.42,f,t,3,,3,3,,f,,f,f,f,,f,1112,,t,f,5,12,2026-05-12 11:28:16.798656+00
EY5272,2026-04-17 22:05:00+00,ALA,NQZ,EY,ETD,landed,1,5272,57,t,22,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,950.87,t,f,13,3,16,13,3,f,f,f,f,f,f,f,2192,1112,t,t,10,9,2026-05-12 11:28:16.798656+00
EY5299,2026-04-17 22:10:00+00,URA,NQZ,EY,ETD,landed,,5299,115,t,22,4,4,spring,f,large_airport,51.151976,51.543652,125,KZ,KZ-ZAP,Uralsk,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,1387.3,t,f,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,2,2,2026-05-12 11:28:16.798656+00
KC980,2026-04-17 22:10:00+00,URA,NQZ,KC,KZR,landed,,980,115,t,22,4,4,spring,f,large_airport,51.151976,51.543652,125,KZ,KZ-ZAP,Uralsk,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,1387.3,t,f,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,2,2,2026-05-12 11:28:16.798656+00
CZ3084,2026-04-17 22:15:00+00,ALA,CAN,CZ,CSN,active,2,3084,75,t,22,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,23.392401,113.299004,50,CN,CN-44,Guangzhou (Huadu),t,3984.67,f,t,13,,13,13,,f,,f,f,f,,f,2192,,t,f,10,9,2026-05-12 11:28:16.798656+00
FS7057,2026-04-17 22:15:00+00,ALA,NQZ,FS,AYN,landed,,7057,49,t,22,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,950.87,t,f,13,3,16,13,3,f,f,f,f,f,f,f,2192,1112,t,t,10,9,2026-05-12 11:28:16.798656+00
DV721,2026-04-17 22:20:00+00,NQZ,AKX,DV,VSV,active,2,721,27,t,22,4,4,spring,f,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,50.248116,57.204144,738,KZ,KZ-AKT,Aktobe,t,1007.99,t,f,3,,3,3,,f,,f,f,f,,f,1112,,t,f,5,12,2026-05-12 11:28:16.798656+00
DV781,2026-04-17 22:20:00+00,CIT,XIY,DV,VSV,active,a,781,,,22,4,4,spring,f,large_airport,42.365021,69.47564,1385,KZ,KZ-YUZ,Shymkent,t,large_airport,34.442207,108.762385,1572,CN,CN-61,Xi'an,t,3501.48,f,t,5,,5,5,,f,,f,f,f,,f,335.98333333333335,,t,f,4,1,2026-05-12 11:28:16.798656+00
KC140,2026-04-17 22:20:00+00,TBS,ALA,KC,KZR,landed,,140,56,t,22,4,4,spring,f,large_airport,41.669201,44.9547,1624,GE,GE-TB,Tbilisi,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,2620.57,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,1,0,2026-05-12 11:28:16.798656+00
KC267,2026-04-17 22:20:00+00,ALA,PEK,KC,KZR,active,2,267,39,t,22,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,40.077349,116.596702,116,CN,CN-11,Beijing,t,3272.3,f,t,13,,13,13,,f,,f,f,f,,f,2192,,t,f,10,9,2026-05-12 11:28:16.798656+00
FS7326,2026-04-17 22:25:00+00,CIT,NQZ,FS,AYN,active,,7326,35,t,22,4,4,spring,f,large_airport,42.365021,69.47564,1385,KZ,KZ-YUZ,Shymkent,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,974.97,t,f,5,3,8,5,3,f,f,f,f,f,f,f,335.98333333333335,1112,t,t,4,1,2026-05-12 11:28:16.798656+00
Y37702,2026-04-17 22:25:00+00,ALA,BEG,Y3,UZU,active,,7702,45,t,22,4,4,spring,f,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,44.818401,20.309099,335,RS,RS-00,Belgrade,t,4440.16,f,t,13,,13,13,,f,,f,f,f,,f,2192,,t,f,10,9,2026-05-12 11:28:16.798656+00
H19563,2026-04-17 22:30:00+00,AKX,NQZ,H1,H1,unknown,,9563,,,22,4,4,spring,f,large_airport,50.248116,57.204144,738,KZ,KZ-AKT,Aktobe,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,1007.99,t,f,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,3,3,2026-05-12 11:28:16.798656+00
KC970,2026-04-17 22:30:00+00,CIT,ALA,KC,KZR,active,,970,16,t,22,4,4,spring,f,large_airport,42.365021,69.47564,1385,KZ,KZ-YUZ,Shymkent,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,626.29,t,f,5,13,18,5,13,f,f,f,f,f,f,f,335.98333333333335,2192,t,t,4,1,2026-05-12 11:28:16.798656+00
IQ386,2026-04-17 22:30:00+00,AKX,NQZ,IQ,QAZ,unknown,,386,,,22,4,4,spring,f,large_airport,50.248116,57.204144,738,KZ,KZ-AKT,Aktobe,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,1007.99,t,f,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,3,3,2026-05-12 11:28:16.798656+00
EY5262,2026-04-17 22:30:00+00,CIT,ALA,EY,ETD,active,,5262,16,t,22,4,4,spring,f,large_airport,42.365021,69.47564,1385,KZ,KZ-YUZ,Shymkent,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,626.29,t,f,5,13,18,5,13,f,f,f,f,f,f,f,335.98333333333335,2192,t,t,4,1,2026-05-12 11:28:16.798656+00
FS7392,2026-04-17 22:45:00+00,AKX,NQZ,FS,AYN,landed,,7392,51,t,22,4,4,spring,f,large_airport,50.248116,57.204144,738,KZ,KZ-AKT,Aktobe,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,1007.99,t,f,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,3,3,2026-05-12 11:28:16.798656+00
